DATE,PRCP,NROWS,MULT
2000,9471.0,366,1.0
2001,9854.0,365,1.0404392355611867
2002,9519.0,365,0.9660036533387457
2003,7014.0,365,0.7368421052631579
2004,8955.0,366,1.276732249786142
2005,8233.0,365,0.9193746510329425
2006,7485.0,365,0.909146119276084
2007,10575.0,365,1.4128256513026052
2008,7656.0,366,0.7239716312056738
2009,7804.0,365,1.0193312434691746
2010,8837.0,365,1.1323680164018453
2011,8004.0,365,0.9057372411451851
2012,8117.0,366,1.0141179410294852
2013,7005.0,365,0.8630035727485524
2014,7751.0,365,1.1064953604568166
2015,8575.0,365,1.106308863372468
2016,8850.0,366,1.032069970845481
2017,9050.0,365,1.0225988700564972
2018,6537.0,365,0.7223204419889503
2019,7765.0,365,1.1878537555453572
2020,7412.0,366,0.954539600772698
2021,7963.0,347,1.0743389098758769
2022,7734.0,365,0.9712419942232827
2023,12561.0,365,1.6241272304111714
