DATE,PRCP,NROWS,MULT
1950,7291.0,364,1.0
1951,8720.0,365,1.1959950624057056
1952,6989.0,365,0.8014908256880734
1953,6538.0,365,0.9354700243239377
1954,9073.0,365,1.3877332517589478
1955,6423.0,365,0.7079246114846247
1956,6714.0,366,1.0453059318075666
1957,6481.0,365,0.9652963955913018
1958,6261.0,365,0.9660546212004321
1959,9343.0,365,1.4922536336048555
1960,7868.0,366,0.8421277962110671
1961,8162.0,365,1.0373665480427046
1962,7187.0,365,0.8805439843175692
1963,6580.0,365,0.9155419507443996
1964,9810.0,366,1.4908814589665653
1965,9688.0,364,0.9875637104994903
1966,6489.0,365,0.6697976878612717
1967,7920.0,365,1.2205270457697641
1968,9300.0,366,1.1742424242424243
1969,7814.0,365,0.8402150537634409
1970,8992.0,365,1.1507550550294343
1971,8532.0,365,0.9488434163701067
1972,9083.0,366,1.0645804031879982
1973,7777.0,365,0.8562149069690631
1974,6569.0,365,0.8446701813038446
1975,8608.0,365,1.3103973207489725
1976,5400.0,366,0.6273234200743495
1977,8860.0,365,1.6407407407407408
1978,9640.0,365,1.0880361173814899
1979,9288.0,365,0.9634854771784233
1980,9729.0,366,1.0474806201550388
1981,8261.0,365,0.8491109055401377
1982,9741.0,365,1.1791550659726426
1983,8254.0,365,0.847346268350272
1984,9834.0,366,1.191422340683305
1985,9790.0,365,0.9955257270693513
1986,8738.0,365,0.8925434116445352
1987,7042.0,365,0.8059052414740215
1988,6039.0,366,0.8575688724794093
1989,7084.0,365,1.1730418943533698
1990,9939.0,365,1.403020892151327
1991,9005.0,365,0.9060267632558607
1992,8798.0,366,0.9770127706829539
1993,9751.0,365,1.1083200727438054
1994,7055.0,365,0.7235155368680135
1995,9135.0,365,1.2948263642806521
1996,8021.0,366,0.8780514504652436
1997,6202.0,334,0.7732202967211071
1998,8081.0,365,1.3029667849080941
1999,8280.0,365,1.0246256651404528
2000,8126.0,366,0.9814009661835749
2001,8655.0,365,1.0650996800393797
2002,8120.0,365,0.9381860196418256
2003,6704.0,365,0.825615763546798
2004,2212.0,153,0.3299522673031026
2005,7372.0,365,3.332730560578662
2006,7388.0,363,1.0021703743895822
2007,8170.0,365,1.1058473199783432
2008,8068.0,366,0.987515299877601
2009,8270.0,365,1.0250371839365393
2010,10491.0,365,1.2685610640870617
2011,7828.0,165,0.7461633781336383
2012,6773.0,297,0.8652273888605008
2013,6878.0,290,1.0155027314336336
2014,10283.0,365,1.4950567025298052
2015,8435.0,336,0.820285908781484
2016,9728.0,366,1.1532898636633075
2017,10050.0,365,1.0331003289473684
2018,8519.0,365,0.8476616915422885
2019,11648.0,365,1.3672966310599837
2020,7944.0,366,0.6820054945054945
