DATE,PRCP,NROWS,MULT
1950,49.0,1,1.0
1951,7608.0,365,155.26530612244898
1952,8667.0,366,1.1391955835962144
1953,6131.0,365,0.7073958693896388
1954,7875.0,365,1.2844560430598597
1955,5475.0,365,0.6952380952380952
1956,7921.0,366,1.4467579908675798
1957,7920.0,365,0.9998737533139755
1958,8644.0,365,1.0914141414141414
1959,5411.0,365,0.6259833410458121
1960,9054.0,366,1.6732581777859914
1961,9572.0,365,1.0572122818643694
1962,7065.0,365,0.7380902632678646
1963,6991.0,365,0.9895258315640482
1964,6812.0,366,0.9743956515519954
1965,8547.0,365,1.254697592483852
1966,8743.0,365,1.022932022932023
1967,7942.0,365,0.9083838499370925
1968,9646.0,366,1.2145555275749182
1969,7418.0,365,0.7690234294007879
1970,8297.0,365,1.1184955513615529
1971,6640.0,365,0.8002892611787393
1972,6633.0,366,0.9989457831325301
1973,8534.0,365,1.2865973164480626
1974,8327.0,365,0.9757440824935552
1975,6736.0,365,0.8089347904407349
1976,5261.0,366,0.7810273159144893
1977,7252.0,365,1.3784451625166319
1978,6825.0,365,0.9411196911196911
1979,7809.0,365,1.1441758241758242
1980,8649.0,366,1.1075681905493662
1981,8219.0,365,0.9502832697421667
1982,7781.0,365,0.9467088453583161
1983,8030.0,365,1.0320010281454826
1984,8145.0,366,1.014321295143213
1985,8863.0,365,1.0881522406384285
1986,8779.0,365,0.9905223964797473
1987,7736.0,365,0.881193757831188
1988,8373.0,366,1.0823422957600828
1989,5721.0,365,0.6832676460050161
1990,8215.0,365,1.435937773116588
1991,5564.0,365,0.6772976262933658
1992,9068.0,366,1.629762760603882
1993,8479.0,365,0.9350463167181297
1994,8964.0,365,1.0572001415261234
1995,8935.0,365,0.9967648371262829
1996,6102.0,366,0.6829322887520984
1997,7497.0,365,1.2286135693215339
1998,9847.0,365,1.3134587168200613
1999,9107.0,365,0.9248502081852341
2000,9710.0,366,1.0662128033380915
2001,9882.0,365,1.0177136972193614
2002,9023.0,365,0.9130742764622546
2003,7503.0,365,0.8315416158705531
2004,10207.0,366,1.3603891776622685
2005,8618.0,365,0.8443225237582052
2006,8153.0,365,0.9460431654676259
2007,10231.0,365,1.2548755059487304
2008,10450.0,366,1.0214055322060405
2009,7818.0,365,0.748133971291866
2010,8864.0,365,1.1337938091583526
2011,9116.0,365,1.0284296028880866
2012,11892.0,366,1.304519526107942
2013,7203.0,365,0.6057013118062563
2014,8530.0,365,1.1842287935582396
2015,9154.0,365,1.0731535756154749
2016,8678.0,366,0.9480008739348919
2017,11359.0,365,1.3089421525697165
2018,6476.0,365,0.5701206092085571
2019,9218.0,365,1.4234095120444719
2020,9513.0,366,1.032002603601649
